Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/select_00102030405060708091011""), ""06"", true)",Safari 11,,,2019-09-26 13:52:49,2019-09-26 13:52:50,0.552s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input_lbs""), ""180"")",Safari 11,,,2019-09-26 13:52:50,2019-09-26 13:52:50,0.171s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__address""), Address)",Safari 11,,,2019-09-26 13:52:50,2019-09-26 13:52:50,0.243s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__city""), City)",Safari 11,,,2019-09-26 13:52:50,2019-09-26 13:52:50,0.209s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__email""), AutoEmail)",Safari 11,,,2019-09-26 13:52:50,2019-09-26 13:52:51,0.309s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input_phone number""), Tel)",Safari 11,,,2019-09-26 13:52:51,2019-09-26 13:52:51,0.210s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/a_Continue to Step 2 - Payment""))",Safari 11,,,2019-09-26 13:52:51,2019-09-26 13:52:51,0.301s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-26 13:52:51,2019-09-26 13:52:51,0.015s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-first""), 20)",Safari 11,,,2019-09-26 13:52:51,2019-09-26 13:52:54,2.712s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-26 13:52:54,2019-09-26 13:52:55,0.738s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-first""), FirstName)",Safari 11,,,2019-09-26 13:52:55,2019-09-26 13:52:55,0.190s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-last""), LastName)",Safari 11,,,2019-09-26 13:52:55,2019-09-26 13:52:55,0.280s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/select_MM010203040506070809101""), ""12"", true)",Safari 11,,,2019-09-26 13:52:55,2019-09-26 13:52:56,0.497s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/select_YYYY2019202020212022202""), ""2026"", true)",Safari 11,,,2019-09-26 13:52:56,2019-09-26 13:52:56,0.397s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-number""), ""4111111111111111"")",Safari 11,,,2019-09-26 13:52:56,2019-09-26 13:52:56,0.235s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-cvv""), ""122"")",Safari 11,,,2019-09-26 13:52:56,2019-09-26 13:52:57,0.156s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/label_My billing address is th""))",Safari 11,,,2019-09-26 13:52:57,2019-09-26 13:52:57,0.225s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/label_I Accept Authorization f""))",Safari 11,,,2019-09-26 13:52:57,2019-09-26 13:52:57,0.161s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/a_Continue to Step 3 - Review""))",Safari 11,,,2019-09-26 13:52:57,2019-09-26 13:52:57,0.192s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-26 13:52:57,2019-09-26 13:52:57,0.016s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""), 20)",Safari 11,,,2019-09-26 13:52:57,2019-09-26 13:53:52,55.223s,PASSED
Thread.sleep(5000),Safari 11,,,2019-09-26 13:53:52,2019-09-26 13:53:57,5.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-26 13:53:57,2019-09-26 13:53:58,0.768s,PASSED
"scrollToElement(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""), 10)",Safari 11,,,2019-09-26 13:53:58,2019-09-26 13:53:58,0.040s,PASSED
"waitForElementClickable(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""), 10)",Safari 11,,,2019-09-26 13:53:58,2019-09-26 13:53:58,0.071s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""))",Safari 11,,,2019-09-26 13:53:58,2019-09-26 13:53:58,0.146s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/p_""))",Safari 11,,,2019-09-26 13:53:58,2019-09-26 13:53:59,0.211s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/a_Submit Your Application""))",Safari 11,,,2019-09-26 13:53:59,2019-09-26 13:53:59,0.189s,PASSED
Thread.sleep(50000),Safari 11,,,2019-09-26 13:53:59,2019-09-26 13:54:49,50.003s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-26 13:54:49,2019-09-26 13:54:50,0.774s,PASSED
"verifyTextPresent(""Congratulations"", false)",Safari 11,,,2019-09-26 13:54:50,2019-09-26 13:54:50,0.579s,FAILED
