Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/select_MM010203040506070809101""), ""12"", true)",Safari 11,,,2019-08-05 14:15:29,2019-08-05 14:15:29,0.328s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/select_YYYY2019202020212022202""), ""2026"", true)",Safari 11,,,2019-08-05 14:15:29,2019-08-05 14:15:29,0.318s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-number""), ""4111111111111111"")",Safari 11,,,2019-08-05 14:15:29,2019-08-05 14:15:30,0.215s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-cvv""), ""122"")",Safari 11,,,2019-08-05 14:15:30,2019-08-05 14:15:30,0.130s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/label_My billing address is th""))",Safari 11,,,2019-08-05 14:15:30,2019-08-05 14:15:30,0.212s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/label_I Accept Authorization f""))",Safari 11,,,2019-08-05 14:15:30,2019-08-05 14:15:30,0.160s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/a_Continue to Step 3 - Review""))",Safari 11,,,2019-08-05 14:15:30,2019-08-05 14:15:30,0.233s,PASSED
waitForPageLoad(10),Safari 11,,,2019-08-05 14:15:30,2019-08-05 14:15:30,0.017s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-05 14:15:30,2019-08-05 14:15:35,5.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 14:15:35,2019-08-05 14:15:36,0.905s,PASSED
"scrollToElement(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""), 10)",Safari 11,,,2019-08-05 14:15:36,2019-08-05 14:15:43,6.729s,PASSED
"waitForElementClickable(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""), 10)",Safari 11,,,2019-08-05 14:15:43,2019-08-05 14:15:43,0.102s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""))",Safari 11,,,2019-08-05 14:15:43,2019-08-05 14:15:43,0.147s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/p_""))",Safari 11,,,2019-08-05 14:15:43,2019-08-05 14:15:43,0.147s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/a_Submit Your Application""))",Safari 11,,,2019-08-05 14:15:43,2019-08-05 14:15:44,0.172s,PASSED
Thread.sleep(50000),Safari 11,,,2019-08-05 14:15:44,2019-08-05 14:16:34,49.999s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 14:16:34,2019-08-05 14:16:34,0.789s,PASSED
"verifyTextPresent(""Congratulations"", false)",Safari 11,,,2019-08-05 14:16:34,2019-08-05 14:16:35,0.175s,PASSED
