Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_dental""), [""carrier"":""nationwide""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:31:13,2019-09-05 14:32:27,1m - 13.592s,PASSED
,,,,,,,
Test Cases/mobileWeb/Dental/USA Access,Safari 11,,,2019-09-05 14:32:27,2019-09-05 14:34:23,1m - 56.397s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""USA Access""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 14:32:27,2019-09-05 14:32:27,0.072s,PASSED
i = 0,Safari 11,,,2019-09-05 14:32:27,2019-09-05 14:32:27,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:32:27,2019-09-05 14:32:35,7.709s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_dental""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:32:35,2019-09-05 14:32:53,17.740s,PASSED
"comment(""-------------quote page--------------------"")",Safari 11,,,2019-09-05 14:32:53,2019-09-05 14:32:53,0.006s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-09-05 14:32:53,2019-09-05 14:32:53,0.159s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Dental/filter/btn_company""), 10)",Safari 11,,,2019-09-05 14:32:53,2019-09-05 14:32:53,0.057s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_company""))",Safari 11,,,2019-09-05 14:32:53,2019-09-05 14:32:53,0.148s,PASSED
Thread.sleep(2000),Safari 11,,,2019-09-05 14:32:53,2019-09-05 14:32:55,2.001s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_usa""))",Safari 11,,,2019-09-05 14:32:55,2019-09-05 14:32:55,0.178s,PASSED
"waitForJQueryLoad(20, STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:32:55,2019-09-05 14:32:58,3.070s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:32:58,2019-09-05 14:32:59,0.745s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-09-05 14:32:59,2019-09-05 14:32:59,0.111s,PASSED
"click(findTestObject(""mobileSanity/Dental/quote/a_Select This Plan""))",Safari 11,,,2019-09-05 14:32:59,2019-09-05 14:33:01,1.199s,PASSED
waitForPageLoad(10),Safari 11,,,2019-09-05 14:33:01,2019-09-05 14:33:01,0.109s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:33:01,2019-09-05 14:33:02,1.517s,PASSED
"click(findTestObject(""mobileSanity/Dental/apply/span_Start Secure Application""))",Safari 11,,,2019-09-05 14:33:02,2019-09-05 14:33:04,1.559s,PASSED
waitForPageLoad(10),Safari 11,,,2019-09-05 14:33:04,2019-09-05 14:33:04,0.058s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:33:04,2019-09-05 14:33:05,0.999s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_dental""), [""carrier"":""usa""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:33:05,2019-09-05 14:34:23,1m - 18.695s,PASSED
