Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__address""), Address)",Safari 11,,,2019-08-20 15:57:13,2019-08-20 15:57:13,0.381s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__city""), City)",Safari 11,,,2019-08-20 15:57:13,2019-08-20 15:57:14,0.412s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__email""), AutoEmail)",Safari 11,,,2019-08-20 15:57:14,2019-08-20 15:57:14,0.699s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input_phone number""), Tel)",Safari 11,,,2019-08-20 15:57:14,2019-08-20 15:57:15,0.487s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/a_Continue to Step 2 - Payment""))",Safari 11,,,2019-08-20 15:57:15,2019-08-20 15:57:16,0.634s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:57:16,2019-08-20 15:57:16,0.047s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-first""), 20)",Safari 11,,,2019-08-20 15:57:16,2019-08-20 15:57:19,3.274s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:57:19,2019-08-20 15:57:20,1.161s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-first""), FirstName)",Safari 11,,,2019-08-20 15:57:20,2019-08-20 15:57:24,3.600s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-last""), LastName)",Safari 11,,,2019-08-20 15:57:24,2019-08-20 15:57:24,0.534s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/select_MM010203040506070809101""), ""12"", true)",Safari 11,,,2019-08-20 15:57:24,2019-08-20 15:57:25,0.729s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/select_YYYY2019202020212022202""), ""2026"", true)",Safari 11,,,2019-08-20 15:57:25,2019-08-20 15:57:26,0.984s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-number""), ""4111111111111111"")",Safari 11,,,2019-08-20 15:57:26,2019-08-20 15:57:27,0.772s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/input__credit-card-cvv""), ""122"")",Safari 11,,,2019-08-20 15:57:27,2019-08-20 15:57:27,0.321s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/label_My billing address is th""))",Safari 11,,,2019-08-20 15:57:27,2019-08-20 15:57:27,0.314s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/label_I Accept Authorization f""))",Safari 11,,,2019-08-20 15:57:27,2019-08-20 15:57:28,0.521s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 2/a_Continue to Step 3 - Review""))",Safari 11,,,2019-08-20 15:57:28,2019-08-20 15:57:28,0.390s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:57:28,2019-08-20 15:57:28,0.053s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""), 20)",Safari 11,,,2019-08-20 15:57:28,2019-08-20 15:57:40,12.202s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-20 15:57:40,2019-08-20 15:57:45,5.004s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:57:45,2019-08-20 15:57:46,0.850s,PASSED
"scrollToElement(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""), 10)",Safari 11,,,2019-08-20 15:57:46,2019-08-20 15:57:46,0.150s,PASSED
"waitForElementClickable(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""), 10)",Safari 11,,,2019-08-20 15:57:46,2019-08-20 15:57:47,0.117s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/label""))",Safari 11,,,2019-08-20 15:57:47,2019-08-20 15:57:47,0.153s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/Page_App Page 3/p_""))",Safari 11,,,2019-08-20 15:57:47,2019-08-20 15:58:08,21.582s,FAILED
